id_slang,slang,text,label,char_count
1396,pete,"Mamá, Peter se va a quedar a dormir aquí",2,47
1020,ladilla,Una vez le echaron ladillas encima desgraciados,2,47
1876,viejo,Viejos camiones pasaban por la carretera a Lima,2,47
513,cole,"Bueno, ya no hay cola, voy a tomar el colectivo",2,47
661,duro,"Estos sí que tenían que sudar duro, ciertamente",2,47
1237,negro,La cuerda era también de color amarillo y negro,2,47
382,chico,Joaquín miró al chico: le pareció muy atractivo,2,47
2103,chicha,"Ni chicha ni limonada dijo la Teté, riéndose",2,47
2115,habla,"Le hablaré con franqueza dijo él, asintiendo",0,47
1396,pete,"Bueno, tengo que seguir trabajando dijo Peter",0,47
414,chispas,Tienes tiempo ¿no? Está bien dijo el Chispas,2,47
513,cole,"El colegio estaba cerrado, todavía era temprano",2,47
96,arruga,Joaquín sacó un billete arrugado de su bolsillo,3,47
2115,habla,¿De qué estás hablando? De los deseos impuros,0,47
293,carrera,"Ningún radioteatro, todo eran carreras y fútbol",2,47
1858,vago,Hasta el último momento los indicios eran vagos,2,47
988,jodido,  Debe ser jodido trabajar en la bolsa,2,47
1721,taco,Flora salió del Davory haciendo sonar sus tacos,2,47
1284,paco,"Pluto, Helena, Emilio, el Bebe, Paco, la urgían",0,47
1111,mano,Sus manos tropezaron luego con un fusil tendido,0,47
1876,viejo,¿En qué trabaja tu viejo? Es empleado público,2,47
1111,mano,Sentí que me acariciaba la cabeza con sus manos,0,47
1284,paco,"De todo un poco, muchacho dijo Paco de Soria",2,47
929,hueco,Notó que el bolsillo tenía un hueco por adentro,2,47
513,cole,-Yo ya no soy oficial del Colegio -dijo Gamboa-,0,47
2141,cana,Esta es una intriga cobarde y canalla contra mí,2,47
1876,viejo,te estimaba mucho nuestro querido viejo Rosendo,2,47
1781,tira,Err:501,0,47
61,ahorita,"Tranquilo, no tienes que irte ahorita",2,47
1111,mano,El hombre volvió a meter la mano en el bolsillo,0,47
2115,habla,¿Qué estaban hablando? les preguntó Maricucha,0,47
171,buitre,En un rato te comerían los perros y los buitres,0,47
942,huevón,con esa cara de huevón a ti no te van a revisar,3,47
636,depa,"Para que me ayudes a buscar departamento, listo",2,47
513,cole,Y el Markaska no vino en la tarde al Colegio,0,47
2299,sapo,La garza volteó y ordenó al sapo: «Canta ahora»,2,47
1669,serrano,Al Serrano cualquiera le mete el dedo a la boca,3,47
1889,vivo,Yo jui a buscar un güey y encontré el puma vivo,2,47
1964,botar,"¿Qué iba a pasar ahora? Nada, no la iba a botar",2,47
846,guarda,Los testigos de su derrota guardaron el secreto,2,47
513,cole,Tomó su colectivo a Lima a pesar de mis órdenes,2,47
75,anda,"En realidad, algo anda mal en su cabeza, Gamboa",2,47
1860,vale,Err:501,0,47
435,cholo,El cholo de mierda éste no me va a humillar así,3,47
2218,pollo,Pero tú acabas de comer pollo a la brasa dijo,2,47
1860,vale,"Casiana dijo a Paula: -Es Valencio, es Valencio",0,47
1299,palo,Le habían dado un palo en la cabeza y vio luces,2,47
511,cola,Un respiro de alivio anima la cola del batallón,2,47
75,anda,Ya desmonta y entra a la casa con andar pausado,2,47
345,chancho,"Eres un chancho gritó Rocío, también riéndose",2,47
513,cole,Pero mis recuerdos del colegio son maravillosos,0,47
2244,chibolo,"¿Cuál es tu problema, chibolo?",3,47
2220,poncho,Se levantó secándose las lágrimas con el poncho,2,47
636,depa,Luis Felipe y Joaquín salieron del departamento,0,47
1602,roncan,Joaquín no soportó escuchar a su padre roncando,2,47
2141,cana,"Es elegante, las canas le sientan",2,47
1450,pita,¿Te has olvidado? -La campaña -recordó Pitaluga,2,47
1396,pete,Joaquín puso una mano entre las piernas de Peter,0,48
1738,tanta,Tengo tanta hambre que me comería una vaca cruda,2,48
2305,tono,Sus palabras y el tono que empleaba eran fogosos,2,48
1237,negro,"Especie de frijol, nativo, de color rojo y negro",3,48
365,chau,"Chaucito, pues, mami, come rico, ¿ya? Chau, chau",1,48
1505,punto,"""Ajá, dijo Gamboa, métale seis puntos al ausente",3,48
2115,habla,Dios que habla significa el nombre de este río,0,48
1871,verde,Los alrededores verdeaban de árboles y alfalares,2,48
382,chico,No es la primera vez que me acuesto con un chico,2,48
2285,mechar,¿No sabes mechar?,2,48
1179,mi pata,Pero después se hizo mi pata y cambió de maneras,1,48
258,cantar,"Todos cantaron Happy birthday, menos Luis Felipe",0,48
75,anda,Err:501,0,48
1693,solapa,Se levantó las solapas y fue a buscar a su grupo,2,48
1894,vuelta,Ya el pilón terminó y se dan las últimas vueltas,0,48
2237,viejos,"Desde tiempos viejos, la batalla había sido dura",2,48
891,hembrita,"¿Y tú tienes hembrita? Sí, estoy medio amarrado",2,48
1111,mano,Estiró la mano y la puso en el hombro del Jaguar,0,48
1965,cache,"De pronto, Luis Felipe le tiró una cachetada más",3,48
1111,mano,Sus manos cogen una y los dientes la mordisquean,0,48
1876,viejo,Se ha güelto viejo en el servicio de la comunidá,2,48
791,fregar,Pero el mayor esta furioso y tratará de fregarlo,3,48
2219,polvo,Yo he llegado a meterme ocho polvos en una noche,2,48
1402,picar,Joaquín se frotó las manos y puso cara de picaro,2,48
1526,quemar,"Ella quemará las alas de los piojos, nos salvará",0,48
1860,vale,"Además, usted vale mucho más que todo ese dinero",0,48
2179,fuiste,Y Amalia: pero si te fuiste y volviste ahí mismo,2,48
1186,microbio,"Ahora mismo, no vayas a estar llena de microbios",2,48
275,carajo,"Uy, carajo, ya te gustó la peluca",2,48
57,pique,"Huevón, no te piques así, quédate unos días más",3,48
275,carajo,"No llores, carajo, no llores dijo Luis Felipe",2,48
941,huevo,La pobre es más fea que una patada en los huevos,3,48
1669,serrano,Err:509,0,48
1894,vuelta,"Para eso mucha vuelta, siempre por el mismo lado",2,48
435,cholo,Todos los cholos son iguales dijo Luis Felipe,2,48
1025,lanza,Van a lanzar la candidatura de Florencio Córdova,0,48
2220,poncho,Allí hizo un lecho con las caronas y los ponchos,2,48
2236,tranqui,"Mamá, por favor, déjala tranquila dijo Joaquín",0,48
943,huevos,Err:509,0,48
893,hermano,Err:509,0,48
2115,habla,He hablado con él varias veces sobre este asunto,0,48
433,cholas,"¡En vano, en vano! Yo he estado con otras cholas",2,48
898,hincha,"Estoy entero, carajo dijo, hinchando el pecho",2,48
2176,flaco,"Una vida de lo más bohemia, flaco dijo Popeye",2,48
2176,flaco,"Pareces una escoba: flaco, flacuchento y pelucón",3,48
2115,habla,El que no habla español se tiene que ir de Miami,0,48
1894,vuelta,"Por eso, salió a dar una vuelta por Key Biscayne",0,48
1876,viejo,Que te peleaste con el viejo y te mandaste mudar,2,48
1467,playita,Veía allá abajo las dos playitas vacías del Club,2,48
1111,mano,Ha jodido sus manos más bien trompeando la pared,0,48
587,cuchi,Alguien puso en las manos de Doroteo un cuchillo,3,48
275,carajo,y tengo ganas de ir a verte a donde carajo estés,1,48
1738,tanta,Hinostroza anda medio idiota de tanta mala noche,2,48
243,campana,"Papá le dije, cuando cesó de tocar la campana",0,48
1111,mano,"En una bandeja de plástico, se enjuaga las manos",0,48
893,hermano,"Hablábamos de fútbol, del colegio, de mi hermano",0,48
2176,flaco,"Mal hecho, flaco lo riñó Popeye, cordialmente",2,48
1279,pacha,¿Que echarían mi cuerpo al Pachachaca?,2,48
1738,tanta,Quiero recrear la vista con tantas chicas lindas,0,48
673,emilio,-Creo que iban a ir donde Matilde - dijo Emilio-,0,48
1781,tira,Alfonso se zambulló tirando la cabeza para atrás,2,48
365,chau,"El Chipro lo sintió, después Chauca y el Iño",2,48
365,chau,Vi que el Chipro y Chauca entraban al pasadizo,2,48
2115,habla,Err:509,0,48
1875,vieja,"Era una casa vieja y raquítica, casi sin muebles",2,48
513,cole,"Hábleme de él, ¿quiere? De su vida en el Colegio",0,48
891,hembrita,Algunas hembritas en la calle que no estaban mal,3,48
424,chocha,"Lo que es yo, estoy chocha con mi Sammy",2,48
270,carabina,Ramón cogió alegre y angustiadamente la carabina,2,48
1355,pega,"Pero me dijiste que tú no me ibas a pegar, papi",2,48
2176,flaco,"¿Me estás mintiendo, no? Tú me prometiste, flaco",2,48
1225,mula,"Bajaron de las mulas, tratando de no hacer ruido",2,48
75,anda,"¡Ven, Ismodes! El Chipro fue, andando despacio",0,48
1505,punto,(CARADURA a punto de morir) Me voy a quedar solo,2,48
1556,rayado,"Cambia de tema, supersabio, pareces disco rayado",2,48
2115,habla,Usted se quedará a hablar conmigo de este asunto,0,48
1876,viejo,"Será tu culpa, Zavalita, pobre papá, pobre viejo",2,48
1894,vuelta,Date la vuelta y bájate el pantalón dijo Pedro,0,48
382,chico,"Segundos después, el chico le devolvió la mirada",0,48
2176,flaco,Después le pregunté si conocía al flaco Higueras,2,48
513,cole,Casi siempre iba al gimnasio después del colegio,2,48
2294,plata,Y pensó: te va a ofrecer plata para que te vayas,2,48
2115,habla,Nunca hablaba en quechua en el templo de Abancay,0,48
1875,vieja,No sé cuántos vodkas se zampó la vieja esa noche,2,48
513,cole,Yo te esperaré a la una en la puerta del Colegio,2,48
636,depa,Luego empujó a su esposo y entró al departamento,0,48
1995,poto,"Guitarreo va, canto viene y los potos menudeaban",3,48
75,anda,"Anda, levántalo para que te vea el señor Arévalo",2,48
2307,troncho,Yo tampoco me imaginaba que tú fumabas tronchos,2,48
2289,paja,El techo es de paja y la pared de maguey partido,2,48
382,chico,"Cien por ciento imposible, chicos dijo Pelusa",0,48
1129,maricón,Pero nadie tiene por qué saber que eres maricón,3,48
1253,nota,"Y, además, se notaba que le gustaba lo que hacía",2,48
2142,cancha,  Toda la movida va de frente a la cancha,2,48
258,cantar,"Ella volvió a cantar, pero ya no era la de antes",0,48
2035,pisco,Se levantaba y se servía su pisco con ginger-ale,2,48
673,emilio,Quieren robarle la elección a don Emilio Arévalo,0,48
2196,mamacita,"(MISTERIO no dice nada, mira al frente) Mamacita",2,48
942,huevón,yo soy Tyson y no le tengo miedo a ningún huevón,3,48
1253,nota,Vas a aprobar y con notas altas dijo Santiago,2,48
317,chacal,  ¿Quién es el Chacal?    Un pata,2,48
1964,botar,No te he preguntado si quieres botarlos,2,48
405,chino,") no te distraigas, chino, estábamos en el haití",2,48
1804,toque,"Aguanta, primero un toque más dijo Juan Carlos",2,48
293,carrera,Termina tu carrera profesional en la universidad,2,48
1382,pericote,"Y ahora, fíjate, cazando apristas como pericotes",2,48
800,fulbito,"Ya saben, el que no se confiesa no juega fulbito",2,48
1876,viejo,Yo soy un viejo inútil pa la lucha con el cuerpo,3,48
1128,marico,En mi familia no hay ni habrá maricones gritó,3,48
2115,habla,Justamente estábamos hablando de ti con tu madre,0,48
942,huevón,"Dirás ya zarpó, huevón dijo Alfonso, riéndose",3,48
414,chispas,Y el Chispas se ha ido a la hacienda de un amigo,2,48
2236,tranqui,en estos tiempos hay que saber estarse tranquilo,0,48
1894,vuelta,Err:501,0,48
2176,flaco,-Es una chica simpática -dijo el flaco Higueras-,0,48
283,cargo,Err:501,0,48
1111,mano,El herrero llevaba un pequeño banco en las manos,0,48
1098,mancha,"¿Pim manchachinku, merdas? repitió la pregunta",2,48
1083,maletero,"No me hables así, comemierda gritó el maletero",3,48
2218,pollo,Se miran)  YUTAY:  ¿Quieres pollo?  EL NENE:  Ya,0,48
1995,poto,"Teta, teta, teta, poto, poto, poto",3,48
185,cacanero,"¿Qué es un cacanero? Enséñame a aprender, Pedro",3,48
2115,habla,"De día, el Fiero hablaba con calor de sus luchas",0,48
2185,gringo,"Lo estrictos que son los gringos, habrase visto",2,48
1721,taco,Alberto volvió a hacer sonar los tacones y salió,2,48
2294,plata,"A ver quién le debe plata a quién, malagradecido",2,48
935,huevas,"Trepa de una vez que ya está bien cogido, huevas",3,48
288,caro,"Hay dos, uno caro y otro barato dijo Ambrosio",2,48
1954,blanca,"Yo por carne blanca y tiernecita, trabajo gratis",2,48
1876,viejo,No sé si sabías que a mi viejo le dio un infarto,2,49
382,chico,"Juan Manuel era un chico bajo, gordito y cachetón",2,49
1111,mano,Se acercaron a los muchachos y les dieron la mano,2,49
2154,chongo,"Canta, mi chochera dijo Chongo, bajando la voz",2,49
153,bola,"Te ha mandado Bola de Oro dijo Queta, despacio",2,49
1827,tronado,"No es por nada, pero estás tronado",2,49
2141,cana,Estaba cambiando de canales cuando sonó el timbre,2,49
317,chacal,"EL CHACAL y TYSON, ocultando su identidad, hablan",2,49
898,hincha,Y después: estas tacañerías me hinchan los huevos,2,49
2141,cana,"Anda a buscar a tu esposa, canalla",2,49
435,cholo,"Ya no eras como ellos, Zavalita, ya eras un cholo",2,49
1965,cache,"Mamerto Salgado era un tipo alto, flaco, cachetón",2,49
167,bronca,La bronca voz de los mastines golpeaban la sombra,2,49
1414,pichula,¿Ahorita te duele la pichula?,3,49
1046,loco,"Qué loco eras, supersabio, y mil besos de la Teté",2,49
1061,lucas,"¿El señor Lucas, señorita? Claro, quién iba a ser",0,49
1697,sopa,"Me dieron sopa, un bistec con frejoles y un dulce",0,49
2204,mosca,"No, hijito, porque las moscas las creó el diablo",2,49
1396,pete,Joaquín se despidió de Rosita y se acercó a Peter,0,49
1709,suave,"Sentía una languidez suave, una flojera tibiecita",0,49
265,capo,Esos hombres debían ser caporales indios o cholos,2,49
893,hermano,El mayordomo saludó al Hermano y partió al galope,0,49
1959,profe,"¿Yo? Yo soy profesional, señor dijo el maestro",2,49
61,ahorita,"Uy voy ahorita, uy qué ocurrencia",2,49
1318,parado,No me hubiera gustado estar todo el tiempo parado,2,49
673,emilio,Alberto ya no sentía los pasos de Emilio y de Ana,0,49
206,cacho,Adivina cómo se va a llamar mi primer cachorrito,2,49
206,cacho,Te saldría un cachorrito blanco y con ojos azules,2,49
2115,habla,Se rio solo pensando que había hablado como Flora,0,49
1347,payaso,Err:509,0,49
1721,taco,Tenía puesto un vestido oscuro y zapatos sin taco,0,49
459,chup,Se acabaron los negocios y ahora empieza el chupe,2,49
1669,serrano,"Buenos días, buenas tardes, y el Serrano lo mismo",3,49
1111,mano,"Estése quieto, no se toque con sus manos inmundas",0,49
2115,habla,Una noche los oyó hablar de él en la pieza vecina,0,49
2209,pájaro,Los pájaros y los niños disfrutaban de sus frutos,2,49
1189,minero,"De lo contrario, cuántos mineros habríamos muerto",0,49
340,chanca,Me pasé todo el verano chancando,2,49
153,bola,Que Bola de Oro y la loca arreglen sus líos solos,2,49
258,cantar,"Se pusieron a cantar alternándose: toc , toc, toc",0,49
2176,flaco,Err:501,0,49
636,depa,"Poco después, llegaron al departamento de Joaquín",0,49
1450,pita,Err:509,0,49
511,cola,Nos quedamos con la cabeza y te regalamos la cola,2,49
1383,perra,Pero lo más raro del caso es que la perra se curó,3,49
942,huevón,Vamos a poner a un huevón más y nos vamos,3,49
1237,negro,"El chofer era un negro grandote, recontrapendejo",3,49
435,cholo,Los otros cholos acudieron con los fierros al fin,2,49
1636,san martín,"Santiago recorrió la Colmena, la plaza San Martín",0,49
275,carajo,"Ay, carajo, está como para hacerle el helicóptero",3,49
75,anda,"Y el lunes anda a su hacienda, a la salida de Ica",0,49
1876,viejo,"A veces discutimos con el viejo, pero como amigos",2,49
1396,pete,"¿Qué haces aquí? le preguntó Peter, sorprendido",0,49
1197,mocoso,"¿Conoce ese refrán? ""Quien con mocosos se acuesta",2,49
1111,mano,"Tenía en las manos su reloj de oro, de tres capas",0,49
